背番号,Unnamed: 1,HG,名前,Pos.,出生地 ※1,生年月日,身長/体重,出場 試合数 ※2,ゴール 数 ※3,player_no,position,player_name,birth,height_weight,club_key,club_name,fetched_at,source_url
7.0,,,茂木 駿佑,MF,千葉県,1996/10/2,167/64,1,0,7.0,MF,茂木 駿佑,1996/10/2,167/64,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
8.0,,,堀内 颯人,MF,大阪府,1996/7/3,179/70,3,0,8.0,MF,堀内 颯人,1996/7/3,179/70,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
10.0,,,富所 悠,MF,埼玉県,1990/4/21,175/70,3,0,10.0,MF,富所 悠,1990/4/21,175/70,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
11.0,,,石浦 大雅,MF,東京都,2001/11/22,170/66,3,0,11.0,MF,石浦 大雅,2001/11/22,170/66,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
13.0,,,岩本 翔,MF,神奈川県,2001/3/18,167/64,0,0,13.0,MF,岩本 翔,2001/3/18,167/64,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
16.0,,,井堀 二昭,MF,岡山県,2001/4/16,169/66,2,0,16.0,MF,井堀 二昭,2001/4/16,169/66,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
17.0,,,加藤 悠馬,MF,兵庫県,2001/12/15,164/63,3,1,17.0,MF,加藤 悠馬,2001/12/15,164/63,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
25.0,,,堀内 陽太,MF,埼玉県,2004/7/8,171/66,1,0,25.0,MF,堀内 陽太,2004/7/8,171/66,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
28.0,,HG,津覇 実樹,MF,沖縄県,2005/1/24,177/68,0,0,28.0,MF,津覇 実樹,2005/1/24,177/68,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
32.0,,,成田 安里,MF,北海道,2002/12/6,178/72,0,0,32.0,MF,成田 安里,2002/12/6,178/72,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
46.0,,,池田 廉,MF,千葉県,1997/11/10,177/68,3,0,46.0,MF,池田 廉,1997/11/10,177/68,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
9.0,,,浅川 隼人,FW,千葉県,1995/5/10,178/70,3,1,9.0,FW,浅川 隼人,1995/5/10,178/70,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
18.0,,,上野 瑶介,FW,栃木県,1998/10/9,180/74,3,0,18.0,FW,上野 瑶介,1998/10/9,180/74,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
19.0,,,佐藤 未勇,FW,福島県,2000/7/19,182/76,0,0,19.0,FW,佐藤 未勇,2000/7/19,182/76,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
23.0,,,曽田 一騎,FW,島根県,2000/1/9,180/74,3,0,23.0,FW,曽田 一騎,2000/1/9,180/74,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
26.0,,,カル ジェニングス,FW,アメリカ合衆国,1997/5/17,180/77,1,0,26.0,FW,カル ジェニングス,1997/5/17,180/77,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
39.0,,,庵原 篤人,FW,静岡県,2001/6/13,168/65,0,0,39.0,FW,庵原 篤人,2001/6/13,168/65,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
89.0,,,高木 大輔,FW,神奈川県,1995/10/14,170/64,2,0,89.0,FW,高木 大輔,1995/10/14,170/64,ryukyu,ＦＣ琉球,2026-02-22T16:19:02,https://www.jleague.jp/club/ajax_player/
,,,,,,,,-,-,1.0,GK,田中 悠也,2000/5/10,185 / 94,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,0,22.0,GK,ムン キョンゴン,1995/2/9,187 / 83,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,40.0,GK,古野 優斗,2006/8/22,193 / 87,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,50.0,GK,川島 康暉,1999/10/20,188 / 85,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,0,2.0,DF,小田 逸稀,1998/7/16,173 / 68,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,4,0,3.0,DF,宮川 歩己,2002/7/25,181 / 74,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,0,6.0,DF,三竿 雄斗,1991/4/16,175 / 69,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,27.0,DF,松尾 勇佑,2000/6/27,170 / 67,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,30.0,DF,戸根 一誓,1996/5/22,182 / 77,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,1,31.0,DF,ペレイラ,1997/1/31,184 / 80,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,32.0,DF,坂田 陸,2003/7/30,183 / 86,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,1,0,33.0,DF,井上 聖也,1999/11/9,187 / 80,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,44.0,DF,森山 公弥,2002/4/4,178 / 73,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,1,0,5.0,MF,中川 寛斗,1994/11/3,155 / 60,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,2,7.0,MF,西村 恭史,1999/11/4,185 / 78,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,0,8.0,MF,榊原 彗悟,2000/10/9,170 / 60,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,3,0,16.0,MF,茂 平,1993/4/14,174 / 71,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,18.0,MF,パトリッキ ヴェロン,2004/9/8,174 / 71,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,0,19.0,MF,林田 滉也,1999/7/14,175 / 73,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,24.0,MF,吉川 敬進,2003/7/26,170 / 61,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,1,0,25.0,MF,山崎 太新,2004/2/27,176 / 70,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,4,0,28.0,MF,清武 弘嗣,1989/11/12,174 / 70,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,1,0,36.0,MF,松岡 颯人,2005/4/14,171 / 65,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,37.0,MF,後藤 響,2004/4/6,176 / 71,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,2,0,72.0,MF,山口 卓己,2000/7/21,167 / 63,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,0,9.0,FW,有馬 幸太郎,2000/9/3,183 / 80,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,1,14.0,FW,宇津元 伸弥,2000/3/29,179 / 75,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,1,17.0,FW,木本 真翔,2003/9/22,175 / 69,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,1,0,20.0,FW,木許 太賀,2005/6/13,167 / 68,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,3,0,21.0,FW,有働 夢叶,2002/12/8,176 / 70,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,1,0,29.0,FW,櫻井 勇斗,2004/1/20,183 / 72,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,3,0,34.0,FW,古川 大悟,1999/9/15,180 / 74,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,5,0,45.0,FW,相澤 デイビッド,2003/8/2,195 / 94,oita,大分トリニータ,2026-09-12T10:54:43,https://www.jleague.jp/club/oita/player/
,,,,,,,,-,-,21.0,GK,松原 修平,1992/8/11,185 / 87,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,27.0,GK,ヤクブ スウォビィク,1991/8/31,190 / 85,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,0,34.0,GK,西川 幸之介,2002/9/11,181 / 78,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,37.0,GK,上山 海翔,2007/9/10,203 / 98,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,2.0,DF,フォファナ マリック,2000/5/2,185 / 80,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,5,0,4.0,DF,河面 旺成,1994/5/3,184 / 80,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,5.0,DF,岩﨑 博,2002/10/11,186 / 82,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,0,7.0,DF,大森 渚生,1999/8/19,177 / 75,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,2,15.0,DF,木本 恭生,1993/8/6,184 / 78,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,16.0,DF,田村 遊吏,2005/10/20,176 / 70,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,4,0,17.0,DF,板倉 健太,2002/6/15,182 / 78,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,1,25.0,DF,真瀬 拓海,1998/5/3,175 / 70,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,2,0,50.0,DF,家泉 怜依,2000/1/20,185 / 85,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,3,0,3.0,MF,大崎 航詩,1998/6/30,178 / 73,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,5,1,8.0,MF,加藤 千尋,1998/12/12,175 / 72,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,1,11.0,MF,鳥海 芳樹,1998/8/1,165 / 62,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,14.0,MF,新井 瑞希,1997/4/14,170 / 64,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,0,19.0,MF,仙波 大志,1999/8/19,164 / 62,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,5,0,20.0,MF,舩橋 佑,2002/7/12,175 / 67,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,24.0,MF,山﨑 希一,2001/10/12,167 / 60,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,30.0,MF,奥村 仁,2001/4/3,168 / 62,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,38.0,MF,ウーゴ,2004/1/19,177 / 76,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,0,39.0,MF,山本 隼大,2003/2/12,180 / 74,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,41.0,MF,島谷 義進,2008/3/23,176 / 67,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,44.0,MF,西原 源樹,2006/12/16,180 / 74,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,48.0,MF,山下 優人,1996/5/24,174 / 78,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,2,0,53.0,MF,山下 翔大,2008/2/29,173 / 73,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,82.0,MF,川上 航立,2002/9/7,173 / 68,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,4,0,9.0,FW,根本 凌,2000/2/3,184 / 83,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,5,10.0,FW,渡邉 新太,1995/8/5,171 / 67,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,1,18.0,FW,内野 航太郎,2004/6/19,186 / 78,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,6,0,22.0,FW,谷口 海斗,1995/9/7,177 / 72,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,1,0,29.0,FW,多田 圭佑,2002/9/27,175 / 72,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,3,0,33.0,FW,パトリッキ,1998/9/5,180 / 88,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,2,0,70.0,FW,マテウス レイリア,1995/1/22,179 / 69,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,87.0,FW,五木田 季晋,2004/7/12,184 / 78,mito,水戸ホーリーホック,2026-09-12T10:54:45,https://www.jleague.jp/club/mito/player/
,,,,,,,,-,-,1.0,GK,大迫 敬介,1999/7/28,190 / 88,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,21.0,GK,田中 雄大,1995/11/17,187 / 78,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,43.0,GK,小川 煌,2007/6/24,192 / 79,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,0,99.0,GK,大内 一生,2000/9/8,186 / 82,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,3,0,3.0,DF,山﨑 大地,2001/1/8,184 / 82,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,0,4.0,DF,荒木 隼人,1996/8/7,186 / 78,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,0,5.0,DF,新井 直人,1996/10/7,173 / 73,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,1,15.0,DF,中野 就斗,2000/6/27,183 / 83,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,0,19.0,DF,佐々木 翔,1989/10/2,177 / 70,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,3,1,33.0,DF,塩谷 司,1988/12/5,182 / 81,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,37.0,DF,キム ジュソン,2000/12/12,189 / 83,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,48.0,DF,太田 大翔,2008/4/8,182 / 67,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,49.0,DF,森井 莉人,2009/1/17,194 / 71,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,1,6.0,MF,川辺 駿,1995/9/8,180 / 72,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,0,7.0,MF,東 俊希,2000/7/28,180 / 70,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,1,8.0,MF,川村 拓夢,1999/8/28,183 / 76,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,0,14.0,MF,松本 泰志,1998/8/22,180 / 70,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,1,0,18.0,MF,菅 大輝,1998/9/10,171 / 78,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,2,0,32.0,MF,越道 草太,2004/4/3,181 / 75,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,0,35.0,MF,中島 洋太朗,2006/4/22,175 / 68,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,2,0,45.0,MF,小林 志紋,2008/1/23,167 / 60,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,46.0,MF,野口 蓮斗,2008/4/20,171 / 61,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,47.0,MF,原 湊士,2008/7/1,174 / 59,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,4,10.0,FW,鈴木 章斗,2003/7/30,180 / 76,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,2,11.0,FW,加藤 陸次樹,1997/8/6,180 / 72,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,6,3,22.0,FW,セバスティアン アレー,1994/6/22,191 / 91,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,3,0,23.0,FW,鮎川 峻,2001/9/15,165 / 65,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,29.0,FW,浅野 拓磨,1994/11/10,171 / 70,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,1,0,41.0,FW,前田 直輝,1994/11/17,177 / 72,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,50.0,FW,髙橋 成海,2009/5/17,187 / 75,hiroshima,サンフレッチェ広島,2026-09-12T10:54:47,https://www.jleague.jp/club/hiroshima/player/
,,,,,,,,-,-,1.0,GK,田口 潤人,1996/9/28,181 / 77,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,21.0,GK,ジョーンズ レイ,2002/5/4,180 / 73,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,5,0,24.0,GK,吉田 舜,1996/11/28,185 / 83,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,31.0,GK,栗栖 汰志,2006/9/17,182 / 73,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,5,0,2.0,DF,松田 佳大,2000/5/17,190 / 85,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,4,1,3.0,DF,鈴木 翔太,1996/11/21,179 / 74,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,4.0,DF,中川 創,1999/6/1,184 / 79,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,3,0,5.0,DF,楠本 卓海,1995/12/10,182 / 76,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,5,0,6.0,DF,岡本 拓也,1992/6/18,175 / 75,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,4,1,16.0,DF,森 侑里,2000/8/8,184 / 78,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,3,0,19.0,DF,近藤 優成,2003/10/2,177 / 77,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,22.0,DF,久富 良輔,1991/3/19,177 / 69,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,28.0,DF,大森 彗斗,2003/1/4,187 / 82,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,3,0,8.0,MF,角田 惠風,2003/8/18,171 / 68,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,4,0,13.0,MF,中村 優斗,2003/10/9,175 / 70,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,1,0,14.0,MF,三木 仁太,2003/8/21,174 / 67,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,15.0,MF,杉田 真彦,1995/6/16,171 / 66,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,1,0,23.0,MF,梶川 諒太,1989/4/17,164 / 58,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,26.0,MF,河本 大雅,2006/7/23,173 / 64,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,30.0,MF,芹生 海翔,2006/2/22,178 / 68,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,38.0,MF,島野 怜,2004/1/7,183 / 83,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,5,0,41.0,MF,上畑 佑平士,1998/7/25,180 / 72,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,48.0,MF,行友 祐翔,2007/2/6,172 / 65,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,5,0,66.0,MF,長尾 優斗,2001/8/31,178 / 72,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,4,0,77.0,MF,北原 槙,2009/7/7,175 / 68,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,2,0,97.0,MF,青木 俊輔,2003/1/8,170 / 67,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,-,-,7.0,FW,松木 駿之介,1996/10/24,170 / 64,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,5,1,10.0,FW,菊井 悠介,1999/9/17,173 / 73,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,4,0,11.0,FW,真鍋 隼虎,2004/1/2,177 / 72,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
,,,,,,,,2,1,17.0,FW,川本 梨誉,2001/6/11,178 / 75,fujieda,藤枝ＭＹＦＣ,2026-09-12T10:54:49,https://www.jleague.jp/club/fujieda/player/
